,bottom in dim 0,bottom in dim 1,bottom in dim 2,bottom in dim 3,bottom in dim 4,bottom in dim 5,bottom in dim 6,bottom in dim 7,bottom in dim 8,bottom in dim 9,bottom in dim 10,bottom in dim 11,bottom in dim 12,bottom in dim 13,bottom in dim 14
chr17:5587376-5587889,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:6427391-6427898,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:6473101-6473571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:6599665-6599734,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:6650539-6652559,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
chr17:6755616-6756383,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:6831047-6832400,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
chr17:6936331-6937355,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:7041810-7044409,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:7173964-7175031,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:7260783-7263869,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:7312686-7316349,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
chr17:7354244-7354745,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:7444656-7446895,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:7454908-7456908,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:7492609-7493338,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:7496185-7498380,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:7510665-7515184,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:7548327-7550138,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:7704803-7706038,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:7716893-7718250,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:7862606-7863043,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:8015853-8017444,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:8039007-8039741,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:8068716-8069718,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:8093629-8094615,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:8128440-8129048,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:8171794-8174603,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:8175635-8177051,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:8196098-8196418,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:8225720-8227484,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:8338275-8338676,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:8388236-8388647,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:8438481-8438863,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:8629626-8631876,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
chr17:8806256-8807624,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
chr17:8867452-8867929,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:8868666-8868915,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:8894890-8895557,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:8898761-8899723,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:8925807-8926185,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:8958398-8959247,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:8994198-8994639,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:9020641-9023250,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:9414441-9414836,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:9546329-9546686,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:9562613-9562910,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:9974424-9974799,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:10052375-10052919,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
chr17:10077872-10078345,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:10081602-10081966,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:10114001-10115934,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
chr17:10226843-10227268,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:10616487-10616954,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:10699825-10700241,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:10845023-10845530,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:12982200-12982753,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:13031758-13032201,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:13420394-13421277,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:13594765-13595153,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:14197584-14197991,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:14203394-14204122,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:14205705-14206835,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:14211826-14212187,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:14559639-14560039,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:15828688-15829137,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:16352267-16354065,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
chr17:16406979-16407754,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
